"Phường Xã","province_id","district_id"
"Xã Khao Mang","356","1129"
"Xã Mồ Dề","356","1129"
"Xã Chế Cu Nha","356","1129"
"Xã Lao Chải","356","1129"
"Xã Kim Nọi","356","1129"
"Xã Cao Phạ","356","1129"
"Xã La Pán Tẩn","356","1129"
"Xã Dế Su Phình","356","1129"
"Xã Chế Tạo","356","1129"
"Xã Púng Luông","356","1129"
"Xã Nậm Khắt","356","1129"
"Thị trấn Cổ Phúc","356","1130"
"Xã Tân Đồng","356","1130"
"Xã Báo Đáp","356","1130"
"Xã Đào Thịnh","356","1130"
"Xã Việt Thành","356","1130"
"Xã Hòa Cuông","356","1130"
"Xã Minh Quán","356","1130"
"Xã Quy Mông","356","1130"
"Xã Cường Thịnh","356","1130"
"Xã Kiên Thành","356","1130"
"Xã Nga Quán","356","1130"
"Xã Y Can","356","1130"
"Xã Minh Tiến","356","1130"
"Xã Lương Thịnh","356","1130"
"Xã Bảo Hưng","356","1130"
"Xã Việt Cường","356","1130"
"Xã Minh Quân","356","1130"
"Xã Hồng Ca","356","1130"
"Xã Hưng Thịnh","356","1130"
"Xã Hưng Khánh","356","1130"
"Xã Việt Hồng","356","1130"
"Xã Vân Hội","356","1130"
"Thị trấn Trạm Tấu","356","1131"
"Xã Túc Đán","356","1131"
"Xã Pá Lau","356","1131"
"Xã Xà Hồ","356","1131"
"Xã Phình Hồ","356","1131"
"Xã Trạm Tấu","356","1131"
"Xã Tà Si Láng","356","1131"
"Xã Pá Hu","356","1131"
"Xã Làng Nhì","356","1131"
"Xã Bản Công","356","1131"
"Xã Bản Mù","356","1131"
"Xã Hát Lìu","356","1131"
"Thị trấn NT Liên Sơn","356","1132"
"Thị trấn NT Nghĩa Lộ","356","1132"
"Thị trấn NT Trần Phú","356","1132"
"Xã Tú Lệ","356","1132"
"Xã Nậm Búng","356","1132"
"Xã Gia Hội","356","1132"
"Xã Sùng Đô","356","1132"
"Xã Nậm Mười","356","1132"
"Xã An Lương","356","1132"
"Xã Nậm Lành","356","1132"
"Xã Sơn Lương","356","1132"
"Xã Suối Quyền","356","1132"
"Xã Suối Giàng","356","1132"
"Xã Sơn A","356","1132"
"Xã Phù Nham","356","1132"
"Xã Nghĩa Sơn","356","1132"
"Xã Suối Bu","356","1132"
"Xã Sơn Thịnh","356","1132"
"Xã Thanh Lương","356","1132"
"Xã Hạnh Sơn","356","1132"
"Xã Phúc Sơn","356","1132"
"Xã Thạch Lương","356","1132"
"Xã Đại Lịch","356","1132"
"Xã Đồng Khê","356","1132"
"Xã Cát Thịnh","356","1132"
"Xã Tân Thịnh","356","1132"
"Xã Chấn Thịnh","356","1132"
"Xã Bình Thuận","356","1132"
"Xã Thượng Bằng La","356","1132"
"Xã Minh An","356","1132"
"Xã Nghĩa Tâm","356","1132"
"Xã Văn Lãng","356","1133"
"Thị trấn Yên Bình","356","1133"
"Thị trấn Thác Bà","356","1133"
"Xã Xuân Long","356","1133"
"Xã Tích Cốc","356","1133"
"Xã Cảm Nhân","356","1133"
"Xã Ngọc Chấn","356","1133"
"Xã Tân Nguyên","356","1133"
"Xã Phúc Ninh","356","1133"
"Xã Bảo Ái","356","1133"
"Xã Mỹ Gia","356","1133"
"Xã Xuân Lai","356","1133"
"Xã Mông Sơn","356","1133"
"Xã Cảm Ân","356","1133"
"Xã Yên Thành","356","1133"
"Xã Tân Hương","356","1133"
"Xã Phúc An","356","1133"
"Xã Bạch Hà","356","1133"
"Xã Vũ Linh","356","1133"
"Xã Đại Đồng","356","1133"
"Xã Vĩnh Kiên","356","1133"
"Xã Yên Bình","356","1133"
"Xã Thịnh Hưng","356","1133"
"Xã Hán Đà","356","1133"
"Xã Phú Thịnh","356","1133"
"Xã Đại Minh","356","1133"
"Phường Thái Bình","357","1134"
"Phường Tân Hòa","357","1134"
"Phường Thịnh Lang","357","1134"
"Phường Hữu Nghị","357","1134"
"Phường Tân Thịnh","357","1134"
"Phường Đồng Tiến","357","1134"
"Phường Phương Lâm","357","1134"
"Phường Chăm Mát","357","1134"
"Xã Yên Mông","357","1134"
"Xã Sủ Ngòi","357","1134"
"Xã Dân Chủ","357","1134"
"Xã Thái Thịnh","357","1134"
"Xã Hòa Bình","357","1134"
"Xã Thống Nhất","357","1134"
"Xã Trung Minh","357","1134"
"Thị trấn Đà Bắc","357","1135"
"Xã Đồng Nghê","357","1135"
"Xã Suối Nánh","357","1135"
"Xã Giáp Đắt","357","1135"
"Xã Mường Tuổng","357","1135"
"Xã Mường Chiềng","357","1135"
"Xã Tân Pheo","357","1135"
"Xã Đồng Chum","357","1135"
"Xã Tân Minh","357","1135"
"Xã Đoàn Kết","357","1135"
"Xã Đồng Ruộng","357","1135"
"Xã Hào Lý","357","1135"
"Xã Tu Lý","357","1135"
"Xã Trung Thành","357","1135"
"Xã Yên Hòa","357","1135"
"Xã Cao Sơn","357","1135"
"Xã Toàn Sơn","357","1135"
"Xã Hiền Lương","357","1135"
"Xã Tiền Phong","357","1135"
"Xã Vầy Nưa","357","1135"
"Thị trấn Kỳ Sơn","357","1136"
"Xã Hợp Thịnh","357","1136"
"Xã Phú Minh","357","1136"
"Xã Hợp Thành","357","1136"
"Xã Phúc Tiến","357","1136"
"Xã Dân Hòa","357","1136"
"Xã Mông Hóa","357","1136"
"Xã Dân Hạ","357","1136"
"Xã Độc Lập","357","1136"
"Xã Yên Quang","357","1136"
"Thị trấn Lương Sơn","357","1137"
"Xã Lâm Sơn","357","1137"
"Xã Hòa Sơn","357","1137"
"Xã Trường Sơn","357","1137"
"Xã Tân Vinh","357","1137"
"Xã Nhuận Trạch","357","1137"
"Xã Cao Răm","357","1137"
"Xã Cư Yên","357","1137"
"Xã Hợp Hòa","357","1137"
"Xã Liên Sơn","357","1137"
"Xã Thành Lập","357","1137"
"Xã Tiến Sơn","357","1137"
"Xã Trung Sơn","357","1137"
"Xã Tân Thành","357","1137"
"Xã Cao Dương","357","1137"
"Xã Hợp Châu","357","1137"
"Xã Long Sơn","357","1137"
"Xã Cao Thắng","357","1137"
"Xã Thanh Lương","357","1137"
"Xã Hợp Thanh","357","1137"
"Thị trấn Bo","357","1138"
"Xã Đú Sáng","357","1138"
"Xã  Bắc Sơn","357","1138"
"Xã Bình Sơn","357","1138"
"Xã Hùng Tiến","357","1138"
"Xã Tú Sơn","357","1138"
"Xã Nật Sơn","357","1138"
"Xã Vĩnh Tiến","357","1138"
"Xã Sơn Thủy","357","1138"
"Xã Đông Bắc","357","1138"
"Xã Thượng Bì","357","1138"
"Xã Lập Chiệng","357","1138"
"Xã Vĩnh Đồng","357","1138"
"Xã Hạ Bì","357","1138"
"Xã Trung Bì","357","1138"
"Xã Kim Sơn","357","1138"
"Xã Hợp Đồng","357","1138"
"Xã Thượng Tiến","357","1138"
"Xã Kim Tiến","357","1138"
"Xã Kim Bình","357","1138"
"Xã Hợp Kim","357","1138"
"Xã Kim Bôi","357","1138"
"Xã Nam Thượng","357","1138"
"Xã Kim Truy","357","1138"
"Xã Cuối Hạ","357","1138"
"Xã Sào Báy","357","1138"
"Xã Mi Hòa","357","1138"
"Xã Nuông Dăm","357","1138"
"Thị trấn Cao Phong","357","1139"
"Xã Bình Thanh","357","1139"
"Xã Thung Nai","357","1139"
"Xã Bắc Phong","357","1139"
"Xã Thu Phong","357","1139"
"Xã Đông Phong","357","1139"
"Xã Xuân Phong","357","1139"
"Xã Tây Phong","357","1139"
"Xã Tân Phong","357","1139"
"Xã Dũng Phong","357","1139"
"Xã Nam Phong","357","1139"
"Xã Yên Lập","357","1139"
"Xã Yên Thượng","357","1139"
"Thị trấn Mường Khến","357","1140"
"Xã Ngòi Hoa","357","1140"
"Xã Trung Hòa","357","1140"
"Xã Phú Vinh","357","1140"
"Xã Phú Cường","357","1140"
"Xã Mỹ Hòa","357","1140"
"Xã Quy Hậu","357","1140"
"Xã Phong Phú","357","1140"
"Xã Quyết Chiến","357","1140"
"Xã Mãn Đức","357","1140"
"Xã Địch Giáo","357","1140"
"Xã Tuân Lộ","357","1140"
"Xã Tử Nê","357","1140"
"Xã Thanh Hối","357","1140"
"Xã Ngọc Mỹ","357","1140"
"Xã Đông Lai","357","1140"
"Xã Lũng Vân","357","1140"
"Xã Bắc Sơn","357","1140"
"Xã Quy Mỹ","357","1140"
"Xã Do Nhân","357","1140"
"Xã Nam Sơn","357","1140"
"Xã Lỗ Sơn","357","1140"
"Xã Ngổ Luông","357","1140"
"Xã Gia Mô","357","1140"
"Xã Tân Dân","357","1141"
"Thị trấn Mai Châu","357","1141"
"Xã Tân Mai","357","1141"
"Xã Phúc Sạn","357","1141"
"Xã Pà Cò","357","1141"
"Xã Hang Kia","357","1141"
"Xã Ba Khan","357","1141"
"Xã Tân Sơn","357","1141"
"Xã Đồng Bảng","357","1141"
"Xã Cun Pheo","357","1141"
"Xã Bao La","357","1141"
"Xã Piềng Vế","357","1141"
"Xã Tòng Đậu","357","1141"
"Xã Nà Mèo","357","1141"
"Xã Thung Khe","357","1141"
"Xã Nà Phòn","357","1141"
"Xã Săm Khóe","357","1141"
"Xã Chiềng Châu","357","1141"
"Xã Mai Hạ","357","1141"
"Xã Nong Luông","357","1141"
"Xã Mai Hịch","357","1141"
"Xã Pù Pin","357","1141"
"Xã Vạn Mai","357","1141"
"Thị trấn Vụ Bản","357","1142"
"Xã Quý Hòa","357","1142"
"Xã Miền Đồi","357","1142"
"Xã Mỹ Thành","357","1142"
"Xã Tuân Đạo","357","1142"
"Xã Văn Nghĩa","357","1142"
"Xã Văn Sơn","357","1142"
"Xã Tân Lập","357","1142"
"Xã Nhân Nghĩa","357","1142"
"Xã Thượng Cốc","357","1142"
"Xã Phú Lương","357","1142"
"Xã Phúc Tuy","357","1142"
"Xã Xuất Hóa","357","1142"
"Xã Yên Phú","357","1142"
"Xã Bình Hẻm","357","1142"
"Xã Chí Thiện","357","1142"
"Xã Bình Cảng","357","1142"
"Xã Bình Chân","357","1142"
"Xã Định Cư","357","1142"
"Xã Chí Đạo","357","1142"
"Xã Liên Vũ","357","1142"
"Xã Ngọc Sơn","357","1142"
"Xã Hương Nhượng","357","1142"
"Xã Vũ Lâm","357","1142"
"Xã Tự Do","357","1142"
"Xã Yên Nghiệp","357","1142"
"Xã Tân Mỹ","357","1142"
"Xã Ân Nghĩa","357","1142"
"Xã Ngọc Lâu","357","1142"
"Thị trấn Hàng Trạm","357","1143"
"Xã Lạc Sỹ","357","1143"
"Xã Lạc Hưng","357","1143"
"Xã Lạc Lương","357","1143"
"Xã Bảo Hiệu","357","1143"
"Xã Đa Phúc","357","1143"
"Xã Hữu Lợi","357","1143"
"Xã Lạc Thịnh","357","1143"
"Xã Yên Lạc","357","1143"
"Xã Đoàn Kết","357","1143"
"Xã Phú Lai","357","1143"
"Xã Yên Trị","357","1143"
"Xã Ngọc Lương","357","1143"
"Thị trấn Thanh Hà","357","1144"
"Xã Thanh Nông","357","1144"
"Thị trấn Chi Nê","357","1144"
"Xã Phú Lão","357","1144"
"Xã Phú Thành","357","1144"
"Xã Cố Nghĩa","357","1144"
"Xã Hưng Thi","357","1144"
"Xã Lạc Long","357","1144"
"Xã Liên Hòa","357","1144"
"Xã Khoan Dụ","357","1144"
"Xã Đồng Môn","357","1144"
"Xã Đồng Tâm","357","1144"
"Xã Yên Bồng","357","1144"
"Xã An Lạc","357","1144"
"Xã An Bình","357","1144"
"Phường Quán Triều","358","1145"
"Phường Quang Vinh","358","1145"
"Phường Túc Duyên","358","1145"
"Phường Hoàng Văn Thụ","358","1145"
"Phường Trưng Vương","358","1145"
"Phường Quang Trung","358","1145"
"Phường Phan Đình Phùng","358","1145"
"Phường Tân Thịnh","358","1145"
"Phường Thịnh Đán","358","1145"
"Phường Đồng Quang","358","1145"
"Phường Gia Sàng","358","1145"
"Phường Tân Lập","358","1145"
"Phường Cam Giá","358","1145"
"Phường Phú Xá","358","1145"
"Phường Hương Sơn","358","1145"
"Phường Trung Thành","358","1145"
"Phường Tân Thành","358","1145"
"Phường Tân Long","358","1145"
"Xã Phúc Hà","358","1145"
"Xã Phúc Xuân","358","1145"
"Xã Quyết Thắng","358","1145"
"Xã Phúc Trìu","358","1145"
"Xã Thịnh Đức","358","1145"
"Phường Tích Lương","358","1145"
"Xã Tân Cương","358","1145"
"Xã Sơn Cẩm","358","1145"
"Phường Chùa Hang","358","1145"
"Xã Cao Ngạn","358","1145"
"Xã Linh Sơn","358","1145"
"Phường Đồng Bẩm","358","1145"
"Xã Huống Thượng","358","1145"
"Xã Đồng Liên","358","1145"
"Phường Lương Sơn","358","1146"
"Phường Lương Châu","358","1146"
"Phường Mỏ Chè","358","1146"
"Phường Cải Đan","358","1146"
"Phường Thắng Lợi","358","1146"
"Phường Phố Cò","358","1146"
"Xã Vinh Sơn","358","1146"
"Xã Tân Quang","358","1146"
"Phường Bách Quang","358","1146"
"Xã Bình Sơn","358","1146"
"Xã Bá Xuyên","358","1146"
"Thị trấn Chợ Chu","358","1147"
"Xã Linh Thông","358","1147"
"Xã Lam Vỹ","358","1147"
"Xã Quy Kỳ","358","1147"
"Xã Tân Thịnh","358","1147"
"Xã Kim Phượng","358","1147"
"Xã Bảo Linh","358","1147"
"Xã Kim Sơn","358","1147"
"Xã Phúc Chu","358","1147"
"Xã Tân Dương","358","1147"
"Xã Phượng Tiến","358","1147"
"Xã Bảo Cường","358","1147"
"Xã Đồng Thịnh","358","1147"
"Xã Định Biên","358","1147"
"Xã Thanh Định","358","1147"
"Xã Trung Hội","358","1147"
"Xã Trung Lương","358","1147"
"Xã Bình Yên","358","1147"
"Xã Điềm Mặc","358","1147"
"Xã Phú Tiến","358","1147"
"Xã Bộc Nhiêu","358","1147"
"Xã Sơn Phú","358","1147"
"Xã Phú Đình","358","1147"
"Xã Bình Thành","358","1147"
"Thị trấn Giang Tiên","358","1148"
"Thị trấn Đu","358","1148"
"Xã Yên Ninh","358","1148"
"Xã Yên Trạch","358","1148"
"Xã Yên Đổ","358","1148"
"Xã Yên Lạc","358","1148"
"Xã Ôn Lương","358","1148"
"Xã Động Đạt","358","1148"
"Xã Phủ Lý","358","1148"
"Xã Phú Đô","358","1148"
"Xã Hợp Thành","358","1148"
"Xã Tức Tranh","358","1148"
"Xã Phấn Mễ","358","1148"
"Xã Vô Tranh","358","1148"
"Xã Cổ Lũng","358","1148"
"Thị trấn Sông Cầu","358","1149"
"Thị trấn Trại Cau","358","1149"
"Xã Văn Lăng","358","1149"
"Xã Tân Long","358","1149"
"Xã Hòa Bình","358","1149"
"Xã Quang Sơn","358","1149"
"Xã Minh Lập","358","1149"
"Xã Văn Hán","358","1149"
"Xã Hóa Trung","358","1149"
"Xã Khe Mo","358","1149"
"Xã Cây Thị","358","1149"
"Xã Hóa Thượng","358","1149"
"Xã Hợp Tiến","358","1149"
"Xã Tân Lợi","358","1149"
"Xã Nam Hòa","358","1149"
"Thị trấn Đình Cả","358","1150"
"Xã Sảng Mộc","358","1150"
"Xã Nghinh Tường","358","1150"
"Xã Thần Xa","358","1150"
"Xã Vũ Chấn","358","1150"
"Xã Thượng Nung","358","1150"
"Xã Phú Thượng","358","1150"
"Xã Cúc Đường","358","1150"
"Xã La Hiên","358","1150"
"Xã Lâu Thượng","358","1150"
"Xã Tràng Xá","358","1150"
"Xã Phương Giao","358","1150"
"Xã Liên Minh","358","1150"
"Xã Dân Tiến","358","1150"
"Xã Bình Long","358","1150"
"Thị trấn Hùng Sơn","358","1151"
"Thị trấn Quân Chu","358","1151"
"Xã Phúc Lương","358","1151"
"Xã Minh Tiến","358","1151"
"Xã Yên Lãng","358","1151"
"Xã Đức Lương","358","1151"
"Xã Phú Cường","358","1151"
"Xã Na Mao","358","1151"
"Xã Phú Lạc","358","1151"
"Xã Tân Linh","358","1151"
"Xã Phú Thịnh","358","1151"
"Xã Phục Linh","358","1151"
"Xã Phú Xuyên","358","1151"
"Xã Bản Ngoại","358","1151"
"Xã Tiên Hội","358","1151"
"Xã Cù Vân","358","1151"
"Xã Hà Thượng","358","1151"
"Xã La Bằng","358","1151"
"Xã Hoàng Nông","358","1151"
"Xã Khôi Kỳ","358","1151"
"Xã An Khánh","358","1151"
"Xã Tân Thái","358","1151"
"Xã Bình Thuận","358","1151"
"Xã Lục Ba","358","1151"
"Xã Mỹ Yên","358","1151"
"Xã Vạn Thọ","358","1151"
"Xã Văn Yên","358","1151"
"Xã Ký Phú","358","1151"
"Xã Cát Nê","358","1151"
"Xã Quân Chu","358","1151"
"Phường Bãi Bông","358","1152"
"Phường Bắc Sơn","358","1152"
"Phường Ba Hàng","358","1152"
"Xã Phúc Tân","358","1152"
"Xã Phúc Thuận","358","1152"
"Xã Hồng Tiến","358","1152"
"Xã Minh Đức","358","1152"
"Xã Đắc Sơn","358","1152"
"Phường Đồng Tiến","358","1152"
"Xã Thành Công","358","1152"
"Xã Tiên Phong","358","1152"
"Xã Vạn Phái","358","1152"
"Xã Nam Tiến","358","1152"
"Xã Tân Hương","358","1152"
"Xã Đông Cao","358","1152"
"Xã Trung Thành","358","1152"
"Xã Tân Phú","358","1152"
"Xã Thuận Thành","358","1152"
"Thị trấn Hương Sơn","358","1153"
"Xã Bàn Đạt","358","1153"
"Xã Tân Khánh","358","1153"
"Xã Tân Kim","358","1153"
"Xã Tân Thành","358","1153"
"Xã Đào Xá","358","1153"
"Xã Bảo Lý","358","1153"
"Xã Thượng Đình","358","1153"
"Xã Tân Hòa","358","1153"
"Xã Nhã Lộng","358","1153"
"Xã Điềm Thụy","358","1153"
"Xã Xuân Phương","358","1153"
"Xã Tân Đức","358","1153"
"Xã Úc Kỳ","358","1153"
"Xã Lương Phú","358","1153"
"Xã Nga My","358","1153"
"Xã Kha Sơn","358","1153"
"Xã Thanh Ninh","358","1153"
"Xã Dương Thành","358","1153"
"Xã Hà Châu","358","1153"
"Phường Hoàng Văn Thụ","359","1154"
"Phường Tam Thanh","359","1154"
"Phường Vĩnh Trại","359","1154"
"Phường Đông Kinh","359","1154"
"Phường Chi Lăng","359","1154"
"Xã Hoàng Đồng","359","1154"
"Xã Quảng Lạc","359","1154"
"Xã Mai Pha","359","1154"
"Thị trấn Thất Khê","359","1155"
"Xã Khánh Long","359","1155"
"Xã Đoàn Kết","359","1155"
"Xã Quốc Khánh","359","1155"
"Xã Vĩnh Tiến","359","1155"
"Xã Cao Minh","359","1155"
"Xã Chí Minh","359","1155"
"Xã Tri Phương","359","1155"
"Xã Tân Tiến","359","1155"
"Xã Tân Yên","359","1155"
"Xã Đội Cấn","359","1155"
"Xã Tân Minh","359","1155"
"Xã Kim Đồng","359","1155"
"Xã Chi Lăng","359","1155"
"Xã Trung Thành","359","1155"
"Xã Đại Đồng","359","1155"
"Xã Đào Viên","359","1155"
"Xã Đề Thám","359","1155"
"Xã Kháng Chiến","359","1155"
"Xã Bắc Ái","359","1155"
"Xã Hùng Sơn","359","1155"
"Xã Quốc Việt","359","1155"
"Xã Hùng Việt","359","1155"
"Thị trấn Bình Gia","359","1156"
"Xã Hưng Đạo","359","1156"
"Xã Vĩnh Yên","359","1156"
"Xã Hoa Thám","359","1156"
"Xã Quý Hòa","359","1156"
"Xã Hồng Phong","359","1156"
"Xã Yên Lỗ","359","1156"
"Xã Thiện Hòa","359","1156"
"Xã Quang Trung","359","1156"
"Xã Thiện Thuật","359","1156"
"Xã Minh Khai","359","1156"
"Xã Thiện Long","359","1156"
"Xã Hoàng Văn Thụ","359","1156"
"Xã Hòa Bình","359","1156"
"Xã Mông Ân","359","1156"
"Xã Tân Hòa","359","1156"
"Xã Tô Hiệu","359","1156"
"Xã Hồng Thái","359","1156"
"Xã Bình La","359","1156"
"Xã Tân Văn","359","1156"
"Thị trấn Na Sầm","359","1157"
"Xã Trùng Khánh","359","1157"
"Xã Tân Việt","359","1157"
"Xã Bắc La","359","1157"
"Xã Thụy Hùng","359","1157"
"Xã Trùng Quán","359","1157"
"Xã Tân Tác","359","1157"
"Xã An Hùng","359","1157"
"Xã Thanh Long","359","1157"
"Xã Hội Hoan","359","1157"
"Xã Tân Lang","359","1157"
"Xã Hoàng Việt","359","1157"
"Xã Gia Miễn","359","1157"
"Xã Thành Hòa","359","1157"
"Xã Tân Thanh","359","1157"
"Xã Nam La","359","1157"
"Xã Tân Mỹ","359","1157"
"Xã Hồng Thái","359","1157"
"Xã  Hoàng Văn Thụ","359","1157"
"Xã Nhạc Kỳ","359","1157"
"Thị trấn Đồng Đăng","359","1158"
"Thị trấn Cao Lộc","359","1158"
"Xã Bảo Lâm","359","1158"
"Xã Thanh Lòa","359","1158"
"Xã Cao Lâu","359","1158"
"Xã Thạch Đạn","359","1158"
"Xã Xuất Lễ","359","1158"
"Xã Hồng Phong","359","1158"
"Xã Thụy Hùng","359","1158"
"Xã Lộc Yên","359","1158"
"Xã Phú Xá","359","1158"
"Xã Bình Trung","359","1158"
"Xã Hải Yến","359","1158"
"Xã Hòa Cư","359","1158"
"Xã Hợp Thành","359","1158"
"Xã Song Giáp","359","1158"
"Xã Công Sơn","359","1158"
"Xã Gia Cát","359","1158"
"Xã Mẫu Sơn","359","1158"
"Xã Xuân Long","359","1158"
"Xã Tân Liên","359","1158"
"Xã Yên Trạch","359","1158"
"Xã Tân Thành","359","1158"
"Thị trấn Văn Quan","359","1159"
"Xã Trấn Ninh","359","1159"
"Xã Phú Mỹ","359","1159"
"Xã Việt Yên","359","1159"
"Xã Song Giang","359","1159"
"Xã Vân Mộng","359","1159"
"Xã Vĩnh Lại","359","1159"
"Xã Hòa Bình","359","1159"
"Xã Tú Xuyên","359","1159"
"Xã Văn An","359","1159"
"Xã Đại An","359","1159"
"Xã Khánh Khê","359","1159"
"Xã Chu Túc","359","1159"
"Xã Lương Năng","359","1159"
"Xã Đồng Giáp","359","1159"
"Xã Xuân Mai","359","1159"
"Xã Tràng Các","359","1159"
"Xã Tràng Sơn","359","1159"
"Xã Tân Đoàn","359","1159"
"Xã Bình Phúc","359","1159"
"Xã Tri Lễ","359","1159"
"Xã Tràng Phái","359","1159"
"Xã Yên Phúc","359","1159"
"Xã Hữu Lễ","359","1159"
"Thị trấn Bắc Sơn","359","1160"
"Xã Long Đống","359","1160"
"Xã Vạn Thủy","359","1160"
"Xã Quỳnh Sơn","359","1160"
"Xã Đồng ý","359","1160"
"Xã Tân Tri","359","1160"
"Xã Bắc Sơn","359","1160"
"Xã Hữu Vĩnh","359","1160"
"Xã Hưng Vũ","359","1160"
"Xã Tân Lập","359","1160"
"Xã Vũ Sơn","359","1160"
"Xã Chiêu Vũ","359","1160"
"Xã Tân Hương","359","1160"
"Xã Chiến Thắng","359","1160"
"Xã Vũ Lăng","359","1160"
"Xã Trấn Yên","359","1160"
"Xã Vũ Lễ","359","1160"
"Xã Nhất Hòa","359","1160"
"Xã Tân Thành","359","1160"
"Xã Nhất Tiến","359","1160"
"Thị trấn Hữu Lũng","359","1161"
"Xã Hữu Liên","359","1161"
"Xã Yên Bình","359","1161"
"Xã Quyết Thắng","359","1161"
"Xã Hòa Bình","359","1161"
"Xã Yên Thịnh","359","1161"
"Xã Yên Sơn","359","1161"
"Xã Thiện Kỵ","359","1161"
"Xã Tân Lập","359","1161"
"Xã Yên Vượng","359","1161"
"Xã Minh Tiến","359","1161"
"Xã Nhật Tiến","359","1161"
"Xã Thanh Sơn","359","1161"
"Xã Đồng Tân","359","1161"
"Xã Cai Kinh","359","1161"
"Xã Hòa Lạc","359","1161"
"Xã Vân Nham","359","1161"
"Xã Đồng Tiến","359","1161"
"Xã Đô Lương","359","1161"
"Xã Tân Thành","359","1161"
"Xã Hòa Sơn","359","1161"
"Xã Minh Sơn","359","1161"
"Xã Hồ Sơn","359","1161"
"Xã Sơn Hà","359","1161"
"Xã Minh Hòa","359","1161"
"Xã Hòa Thắng","359","1161"
"Thị trấn Đồng Mỏ","359","1162"
"Thị trấn Chi Lăng","359","1162"
"Xã Vân An","359","1162"
"Xã Vân Thủy","359","1162"
"Xã Gia Lộc","359","1162"
"Xã Bắc Thủy","359","1162"
"Xã Chiến Thắng","359","1162"
"Xã Mai Sao","359","1162"
"Xã Bằng Hữu","359","1162"
"Xã Thượng Cường","359","1162"
"Xã Bằng Mạc","359","1162"
"Xã Nhân Lý","359","1162"
"Xã Lâm Sơn","359","1162"
"Xã Liên Sơn","359","1162"
"Xã Vạn Linh","359","1162"
"Xã Hòa Bình","359","1162"
"Xã Quang Lang","359","1162"
"Xã Hữu Kiên","359","1162"
"Xã Quan Sơn","359","1162"
"Xã Y Tịch","359","1162"
"Xã Chi Lăng","359","1162"
"Thị trấn Na Dương","359","1163"
"Thị trấn Lộc Bình","359","1163"
"Xã Mẫu Sơn","359","1163"
"Xã Bằng Khánh","359","1163"
"Xã Xuân Lễ","359","1163"
"Xã Yên Khoái","359","1163"
"Xã Xuân Mãn","359","1163"
"Xã Tú Mịch","359","1163"
"Xã Hữu Khánh","359","1163"
"Xã Đồng Bục","359","1163"
"Xã Vân Mộng","359","1163"
"Xã Tam Gia","359","1163"
"Xã Tú Đoạn","359","1163"
"Xã Khuất Xá","359","1163"
"Xã Như Khuê","359","1163"
"Xã Lục Thôn","359","1163"
"Xã Tĩnh Bắc","359","1163"
"Xã Xuân Tình","359","1163"
"Xã Hiệp Hạ","359","1163"
"Xã Nhượng Bạn","359","1163"
"Xã Quan Bản","359","1163"
"Xã Sàn Viên","359","1163"
"Xã Đông Quan","359","1163"
"Xã Minh Phát","359","1163"
"Xã Hữu Lân","359","1163"
"Xã Lợi Bác","359","1163"
"Xã Nam Quan","359","1163"
"Xã Xuân Dương","359","1163"
"Xã Ái Quốc","359","1163"
"Thị trấn Đình Lập","359","1164"
"Thị trấn NT Thái Bình","359","1164"
"Xã Bắc Xa","359","1164"
"Xã Bính Xá","359","1164"
"Xã Kiên Mộc","359","1164"
"Xã Đình Lập","359","1164"
"Xã Thái Bình","359","1164"
"Xã Cường Lợi","359","1164"
"Xã Châu Sơn","359","1164"
"Xã Lâm Ca","359","1164"
"Xã Đồng Thắng","359","1164"
"Xã Bắc Lãng","359","1164"
"Phường Hà Khánh","360","1165"
"Phường Hà Phong","360","1165"
"Phường Hà Khẩu","360","1165"
"Phường Cao Xanh","360","1165"
"Phường Giếng Đáy","360","1165"
"Phường Hà Tu","360","1165"
"Phường Hà Trung","360","1165"
"Phường Hà Lầm","360","1165"
"Phường Bãi Cháy","360","1165"
"Phường Cao Thắng","360","1165"
"Phường Hùng Thắng","360","1165"
"Phường Yết Kiêu","360","1165"
"Phường Trần Hưng Đạo","360","1165"
"Phường Hồng Hải","360","1165"
"Phường Hồng Gai","360","1165"
"Phường Bạch Đằng","360","1165"
"Phường Hồng Hà","360","1165"
"Phường Tuần Châu","360","1165"
"Phường Việt Hưng","360","1165"
"Phường Đại Yên","360","1165"
"Phường Ka Long","360","1166"
"Phường Trần Phú","360","1166"
"Phường Ninh Dương","360","1166"
"Phường Hoà Lạc","360","1166"
"Phường Trà Cổ","360","1166"
"Xã Hải Sơn","360","1166"
"Xã Bắc Sơn","360","1166"
"Xã Hải Đông","360","1166"
"Xã Hải Tiến","360","1166"
"Phường Hải Yên","360","1166"
"Xã Quảng Nghĩa","360","1166"
"Phường Hải Hoà","360","1166"
"Xã Hải Xuân","360","1166"
"Xã Vạn Ninh","360","1166"
"Phường Bình Ngọc","360","1166"
"Xã Vĩnh Trung","360","1166"
"Xã Vĩnh Thực","360","1166"
"Phường Mông Dương","360","1167"
"Phường Cửa Ông","360","1167"
"Phường Cẩm Sơn","360","1167"
"Phường Cẩm Đông","360","1167"
"Phường Cẩm Phú","360","1167"
"Phường Cẩm Tây","360","1167"
"Phường Quang Hanh","360","1167"
"Phường Cẩm Thịnh","360","1167"
"Phường Cẩm Thủy","360","1167"
"Phường Cẩm Thạch","360","1167"
